timestamp,price,volume,price_change,market_condition,momentum_strength,momentum_direction,volatility,portfolio_value,btc_holdings,cash_balance
2024-12-05T15:08:21.650620,98508.96538461538,0,0.0,NEUTRAL,1.6040381284705146e-06,up,3.288974873033852e-05,10000.016007939937,0.1015137654618154,0
2024-12-05T15:10:21.605050,98540.90384615386,0,5.464644045781727e-05,NEUTRAL,0.00032581686079054506,up,9.432537000089908e-05,10003.258201433766,0.1015137654618154,0
2024-12-05T15:12:23.478850,98426.27307692307,0,-0.0003459807791407731,STRONG_BEARISH,0.00083936947955898,down,0.0002663763576949084,9991.621600411363,0.1015137654618154,0
2024-12-05T15:14:25.108772,98407.07692307692,0,-0.0003873689211354987,BEARISH,0.000521636251185766,down,0.00016209390065286523,9990.647263481711,0.0507568827309077,4995.8108002056815
2024-12-05T15:16:26.958483,98469.16153846154,0,0.0005940958340947772,BULLISH,0.0006311409938299324,up,0.00027832271458896706,9993.010679638563,0.038067662048180774,6244.519916024688
2024-12-05T15:18:29.115789,98654.73461538462,0,0.00048194321877307716,STRONG_BULLISH,0.0018835870346777292,up,0.00033553621685680654,10000.075012816113,0.038067662048180774,6244.519916024688
2024-12-05T15:20:31.074017,98633.31538461537,0,-0.00021789260463778122,STRONG_BEARISH,0.00021711036928390363,down,6.621122248895156e-05,9999.259632777856,0.038067662048180774,6244.519916024688
2024-12-05T15:22:33.645645,98657.1576923077,0,0.00017144663685415972,STRONG_BULLISH,0.00024172614090240828,up,6.872768725728946e-05,9999.713443233695,0.019033831024090387,8121.889774401272
2024-12-05T15:24:34.977582,98649.54615384615,0,4.811357361108e-05,NEUTRAL,7.715000989292656e-05,down,2.7310126073092237e-05,9999.568566496786,0.019033831024090387,8121.889774401272
2024-12-05T15:39:07.730113,100012.92692307694,0,-3.587868988079184e-05,BEARISH,0.01386591267492558,up,0.004253310633763536,10025.518925679818,0.019033831024090387,8121.889774401272
2024-12-05T15:41:08.967667,100400.05384615385,0,0.003023747642680403,STRONG_BULLISH,0.003004282630396513,up,0.0009259011360479365,10032.88743411854,0.019033831024090387,8121.889774401272
2024-12-05T15:43:11.015634,101027.53846153845,0,0.002075975032448906,STRONG_BULLISH,0.003182413418611474,up,0.0006186609810088104,10044.830870257987,0.019033831024090387,8121.889774401272
2024-12-05T15:45:12.975468,101276.73846153847,0,0.0010427484277134717,BULLISH,0.00412780534942996,up,0.0012750251069649065,10049.57410094919,0.019033831024090387,8121.889774401272
2024-12-05T15:47:14.691134,101206.95,0,0.00217078929888233,STRONG_BULLISH,0.002219925304196598,up,0.0006288417422065471,10048.245759164836,0.019033831024090387,8121.889774401272
2024-12-05T15:49:16.357214,101160.38461538461,0,-0.0005386102699838106,STRONG_BEARISH,0.0019284639155504053,down,0.0003495819874775548,10047.359441502496,0.019033831024090387,8121.889774401272
2024-12-05T15:51:23.977597,100826.3076923077,0,-0.00010290821357812782,RANGING,0.004272204839931382,down,0.0011629525815670505,10044.18005965105,0.009516915512045193,9084.624607951884
2024-12-05T15:53:25.657766,100807.87307692308,0,0.00016687225827512127,STRONG_BEARISH,0.0002856532868756786,down,0.000140516519219569,10044.004618973937,0.009516915512045193,9084.624607951884
2024-12-05T15:55:27.378230,101056.02307692308,0,0.0001642923078387725,STRONG_BULLISH,0.0021290600603675767,up,0.00039275565791048337,10045.185430266092,0.004758457756022597,9564.31461346291
2024-12-05T15:57:29.043534,101313.23076923078,0,0.0019198610625362107,STRONG_BULLISH,0.0015467860355563206,up,0.0005656153388460827,10046.409342204463,0.004758457756022597,9564.31461346291
2024-12-05T15:59:30.776214,101324.98846153845,0,0.0003320201248847462,BULLISH,0.0005718639439630507,down,0.00024676640123617855,10046.465290686618,0.004758457756022597,9564.31461346291
2024-12-05T16:01:32.481462,101813.16923076923,0,0.00047076666028684735,STRONG_BULLISH,0.0031467810672847355,up,0.0006849744109125631,10048.788278254304,0.004758457756022597,9564.31461346291
